business_size,business_stage,industry,revenue_trend,marketing_spend_pct,acquisition_trend,pricing_strategy,capacity_utilisation,workforce_size,attrition_rate_bucket,skill_gap_level,salary_competitiveness,workload_level,risk_tolerance,budget_flexibility,hiring_feasibility,planned_marketing_change,planned_retention_invest,hiring_plan,growth_target_hit,high_attrition_risk,expected_attrition_cost
200+,Scaling,Tech,Flat,<5,Declining,Market-average,Under-utilised,421,10-20,Significant gaps,Below market,Sustainable,Low,Moderate,Moderate,+5,0,Replace only,0,1,369685.59
1-10,Mature,Retail,Growing_slowly,<5,Stable,Low-cost,Optimal,8,10-20,Fully covered,Below market,Sustainable,Medium,Very limited,Moderate,+20,0,Replace only,1,0,5808.36
200+,Scaling,Tech,Growing_slowly,5-10,Stable,Market-average,Optimal,491,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Very limited,Moderate,+10,+5,Replace only,0,1,424991.0
1-10,Scaling,Retail,Growing_slowly,10-20,Declining,Low-cost,Under-utilised,7,>20,Fully covered,Market-aligned,High,High,Flexible,Difficult,+20,+10,Replace only,1,0,4777.4
51-200,Growth,Services,Growing_slowly,5-10,Increasing,Market-average,Optimal,112,5-10,Some skill gaps,Market-aligned,Unsustainable,Low,Flexible,Moderate,0,+3,Replace only,1,1,89543.52
1-10,Growth,Services,Flat,5-10,Stable,Low-cost,Optimal,6,<5,Significant gaps,Above market,High,Low,Moderate,Difficult,+5,+5,Replace only,0,1,3007.49
1-10,Scaling,Tech,Flat,10-20,Stable,Low-cost,Optimal,8,<5,Significant gaps,Market-aligned,High,High,Flexible,Moderate,+10,0,Net new hires,1,0,4580.92
1-10,Scaling,Finance,Growing_fast,10-20,Declining,Market-average,Under-utilised,8,<5,Significant gaps,Below market,Sustainable,High,Moderate,Moderate,+20,+5,Freeze,1,1,6012.87
11-50,Mature,Services,Growing_fast,5-10,Increasing,Low-cost,Optimal,39,10-20,Fully covered,Below market,Unsustainable,Medium,Moderate,Easy,0,0,Replace only,1,1,38930.38
11-50,Growth,Tech,Growing_slowly,10-20,Increasing,Low-cost,Under-utilised,35,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Difficult,+20,0,Freeze,1,0,15092.81
1-10,Growth,Services,Flat,5-10,Declining,Market-average,Optimal,6,<5,Fully covered,Market-aligned,High,High,Moderate,Moderate,0,0,Replace only,1,0,3880.73
11-50,Growth,Services,Declining,10-20,Stable,Low-cost,Optimal,33,<5,Some skill gaps,Below market,Unsustainable,Medium,Moderate,Difficult,+10,+3,Net new hires,0,0,22616.13
11-50,Scaling,Retail,Flat,5-10,Declining,Low-cost,Optimal,39,>20,Fully covered,Below market,High,Medium,Moderate,Moderate,+5,+3,Replace only,0,1,36869.62
51-200,Growth,Services,Flat,>20,Increasing,Market-average,Optimal,88,5-10,Some skill gaps,Market-aligned,High,High,Flexible,Moderate,0,0,Freeze,0,0,60381.12
200+,Scaling,Tech,Flat,>20,Stable,Market-average,Optimal,444,<5,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Difficult,0,0,Replace only,1,1,347857.36
51-200,Growth,Other,Growing_fast,10-20,Declining,Market-average,Under-utilised,125,>20,Some skill gaps,Market-aligned,High,Low,Moderate,Moderate,0,+5,Replace only,0,0,88834.12
1-10,Early-stage,Services,Growing_slowly,>20,Stable,Premium,Optimal,10,10-20,Significant gaps,Market-aligned,Sustainable,High,Very limited,Moderate,+5,+5,Net new hires,0,1,5917.78
11-50,Growth,Tech,Flat,<5,Increasing,Market-average,Over-stretched,31,5-10,Fully covered,Above market,Sustainable,Medium,Moderate,Moderate,+5,0,Net new hires,0,1,17391.36
200+,Scaling,Finance,Flat,10-20,Stable,Market-average,Optimal,441,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,0,0,Replace only,1,0,289176.06
1-10,Mature,Retail,Flat,<5,Declining,Premium,Optimal,10,10-20,Some skill gaps,Market-aligned,High,Medium,Moderate,Difficult,+5,+5,Net new hires,1,1,8044.64
11-50,Growth,Retail,Growing_slowly,5-10,Increasing,Market-average,Optimal,31,5-10,Significant gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,+5,+3,Replace only,1,1,28293.83
200+,Growth,Services,Growing_slowly,5-10,Declining,Market-average,Over-stretched,522,>20,Fully covered,Below market,High,Low,Moderate,Easy,0,+3,Replace only,1,1,428955.5
200+,Growth,Services,Declining,10-20,Stable,Market-average,Optimal,476,10-20,Some skill gaps,Above market,High,Medium,Very limited,Easy,0,+3,Freeze,0,1,374631.45
11-50,Growth,Services,Growing_fast,10-20,Stable,Market-average,Over-stretched,33,10-20,Fully covered,Market-aligned,High,Low,Moderate,Moderate,0,+3,Net new hires,1,1,30350.49
51-200,Early-stage,Tech,Declining,>20,Stable,Premium,Optimal,128,10-20,Fully covered,Below market,Sustainable,Low,Moderate,Difficult,0,+3,Replace only,1,1,92710.65
11-50,Mature,Tech,Flat,5-10,Declining,Low-cost,Optimal,34,>20,Fully covered,Market-aligned,High,Low,Moderate,Moderate,+20,+5,Net new hires,1,0,21721.12
51-200,Mature,Other,Growing_fast,>20,Declining,Premium,Optimal,160,<5,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Difficult,+20,+5,Net new hires,1,0,86452.54
1-10,Growth,Retail,Flat,>20,Declining,Market-average,Optimal,5,<5,Fully covered,Above market,High,High,Flexible,Moderate,+5,+3,Replace only,1,1,1752.61
1-10,Growth,Services,Declining,10-20,Stable,Market-average,Under-utilised,7,10-20,Some skill gaps,Below market,Unsustainable,Medium,Moderate,Moderate,0,0,Net new hires,0,1,6792.09
51-200,Early-stage,Tech,Growing_slowly,<5,Increasing,Market-average,Optimal,115,<5,Fully covered,Market-aligned,Sustainable,High,Very limited,Moderate,+10,+10,Replace only,1,0,31065.94
1-10,Growth,Finance,Flat,5-10,Declining,Market-average,Optimal,7,10-20,Fully covered,Above market,Sustainable,Low,Flexible,Difficult,0,0,Net new hires,1,0,4328.9
51-200,Growth,Tech,Declining,10-20,Increasing,Low-cost,Optimal,139,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Easy,+5,+10,Freeze,0,0,68281.06
11-50,Scaling,Tech,Declining,>20,Stable,Premium,Over-stretched,32,5-10,Fully covered,Market-aligned,High,Medium,Flexible,Moderate,+20,+3,Replace only,0,0,24454.7
200+,Early-stage,Tech,Declining,<5,Declining,Market-average,Over-stretched,483,<5,Fully covered,Market-aligned,Sustainable,High,Moderate,Moderate,+10,+5,Net new hires,1,0,233712.98
51-200,Scaling,Finance,Growing_slowly,5-10,Stable,Premium,Optimal,124,10-20,Fully covered,Market-aligned,High,Medium,Very limited,Difficult,+20,+3,Freeze,0,1,102178.36
11-50,Growth,Retail,Flat,5-10,Stable,Market-average,Over-stretched,39,<5,Fully covered,Below market,Sustainable,Medium,Flexible,Easy,-10,0,Net new hires,1,1,24981.46
51-200,Scaling,Tech,Growing_slowly,5-10,Stable,Market-average,Over-stretched,117,<5,Some skill gaps,Below market,High,Medium,Moderate,Easy,+5,0,Freeze,0,1,100551.06
11-50,Scaling,Tech,Growing_fast,10-20,Stable,Market-average,Over-stretched,36,5-10,Some skill gaps,Market-aligned,Unsustainable,High,Flexible,Moderate,+10,0,Replace only,0,1,29204.32
11-50,Early-stage,Retail,Declining,<5,Increasing,Low-cost,Optimal,34,<5,Some skill gaps,Below market,Sustainable,High,Moderate,Moderate,0,0,Replace only,1,0,18793.18
1-10,Growth,Retail,Flat,5-10,Increasing,Market-average,Optimal,6,10-20,Fully covered,Market-aligned,High,High,Moderate,Moderate,+10,0,Freeze,0,1,3289.66
200+,Scaling,Retail,Declining,10-20,Stable,Premium,Over-stretched,557,>20,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,0,+3,Net new hires,0,1,298717.19
51-200,Scaling,Tech,Flat,5-10,Increasing,Premium,Optimal,106,10-20,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,+10,+5,Freeze,1,1,63756.7
200+,Early-stage,Finance,Flat,<5,Stable,Market-average,Optimal,417,10-20,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,0,Net new hires,1,1,292077.52
200+,Growth,Other,Growing_slowly,10-20,Declining,Market-average,Optimal,392,5-10,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Moderate,0,+5,Net new hires,1,0,203837.5
200+,Growth,Retail,Flat,5-10,Declining,Market-average,Under-utilised,477,>20,Fully covered,Below market,Unsustainable,Medium,Moderate,Easy,+20,0,Replace only,0,1,412056.02
1-10,Scaling,Tech,Growing_slowly,>20,Increasing,Market-average,Optimal,7,>20,Some skill gaps,Market-aligned,High,Low,Moderate,Difficult,+10,+3,Net new hires,0,1,5667.57
200+,Scaling,Retail,Growing_slowly,10-20,Increasing,Market-average,Optimal,552,10-20,Some skill gaps,Below market,Unsustainable,Medium,Moderate,Moderate,+5,+3,Replace only,1,1,552171.99
11-50,Early-stage,Services,Growing_fast,>20,Increasing,Market-average,Optimal,37,<5,Fully covered,Above market,Sustainable,Low,Very limited,Moderate,+20,+5,Net new hires,1,0,16584.09
11-50,Scaling,Tech,Flat,<5,Increasing,Low-cost,Over-stretched,33,<5,Fully covered,Below market,High,Medium,Moderate,Moderate,+5,0,Net new hires,0,1,23746.36
11-50,Scaling,Services,Flat,10-20,Stable,Low-cost,Under-utilised,30,<5,Some skill gaps,Above market,High,Low,Moderate,Easy,+5,0,Replace only,1,1,18945.34
11-50,Scaling,Other,Growing_fast,5-10,Increasing,Premium,Under-utilised,34,5-10,Fully covered,Market-aligned,Sustainable,High,Moderate,Moderate,0,0,Net new hires,1,1,21677.36
11-50,Early-stage,Services,Flat,10-20,Increasing,Market-average,Optimal,37,<5,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,+10,+10,Replace only,0,0,22349.03
1-10,Growth,Other,Growing_slowly,5-10,Increasing,Premium,Under-utilised,7,>20,Some skill gaps,Above market,Unsustainable,Medium,Very limited,Easy,+5,0,Replace only,0,1,5792.62
1-10,Growth,Services,Growing_slowly,<5,Stable,Market-average,Optimal,7,<5,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Difficult,+5,+3,Net new hires,1,0,4590.97
11-50,Early-stage,Services,Growing_slowly,<5,Increasing,Market-average,Optimal,29,<5,Fully covered,Market-aligned,Unsustainable,Low,Moderate,Difficult,+20,0,Replace only,0,1,19388.41
200+,Growth,Tech,Flat,10-20,Declining,Market-average,Over-stretched,601,>20,Some skill gaps,Below market,Sustainable,Medium,Moderate,Moderate,0,+3,Freeze,0,1,438810.88
51-200,Early-stage,Retail,Declining,10-20,Increasing,Premium,Optimal,116,>20,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Moderate,+10,+3,Replace only,1,1,110346.47
11-50,Early-stage,Tech,Growing_slowly,<5,Increasing,Market-average,Optimal,27,<5,Some skill gaps,Below market,Unsustainable,Medium,Very limited,Moderate,+10,0,Replace only,0,1,26194.94
11-50,Scaling,Services,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,29,5-10,Fully covered,Market-aligned,High,Low,Moderate,Moderate,-10,0,Freeze,1,0,18460.04
11-50,Growth,Tech,Growing_slowly,10-20,Declining,Low-cost,Optimal,33,10-20,Fully covered,Above market,Sustainable,Medium,Very limited,Moderate,+10,0,Replace only,0,0,14619.32
1-10,Scaling,Services,Growing_slowly,5-10,Declining,Low-cost,Optimal,10,>20,Some skill gaps,Market-aligned,High,High,Very limited,Moderate,+10,0,Replace only,0,1,6747.27
51-200,Early-stage,Services,Growing_fast,5-10,Increasing,Low-cost,Optimal,116,10-20,Fully covered,Below market,Sustainable,Medium,Flexible,Moderate,+5,+3,Replace only,1,1,93450.5
1-10,Growth,Tech,Growing_fast,>20,Increasing,Market-average,Over-stretched,7,5-10,Fully covered,Above market,Sustainable,Low,Flexible,Moderate,0,+5,Net new hires,1,0,4135.46
51-200,Growth,Tech,Growing_slowly,10-20,Increasing,Premium,Under-utilised,135,10-20,Fully covered,Below market,Unsustainable,Medium,Moderate,Difficult,-10,0,Replace only,1,1,112005.86
51-200,Scaling,Other,Declining,10-20,Increasing,Premium,Over-stretched,136,10-20,Some skill gaps,Above market,Unsustainable,Low,Very limited,Moderate,-10,0,Net new hires,0,1,119600.19
11-50,Scaling,Tech,Flat,10-20,Stable,Market-average,Over-stretched,38,<5,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Moderate,0,0,Replace only,0,1,33612.59
200+,Growth,Services,Growing_slowly,10-20,Increasing,Market-average,Under-utilised,463,5-10,Some skill gaps,Below market,Sustainable,High,Moderate,Moderate,+5,+5,Net new hires,0,1,281093.02
11-50,Scaling,Services,Growing_slowly,<5,Declining,Market-average,Optimal,29,>20,Some skill gaps,Below market,High,Low,Moderate,Moderate,+5,0,Replace only,0,1,27181.29
200+,Early-stage,Services,Flat,>20,Declining,Low-cost,Optimal,399,10-20,Significant gaps,Above market,High,Low,Flexible,Easy,+5,+5,Replace only,0,0,284503.36
51-200,Growth,Retail,Growing_slowly,5-10,Stable,Premium,Optimal,91,<5,Some skill gaps,Below market,High,High,Moderate,Moderate,0,0,Freeze,1,1,63171.55
51-200,Early-stage,Tech,Flat,10-20,Stable,Market-average,Over-stretched,115,10-20,Some skill gaps,Above market,High,Medium,Moderate,Moderate,+5,0,Net new hires,1,1,55643.69
51-200,Growth,Services,Flat,>20,Stable,Market-average,Under-utilised,112,10-20,Fully covered,Market-aligned,Unsustainable,Low,Very limited,Moderate,+10,0,Replace only,0,1,86726.91
51-200,Early-stage,Retail,Growing_fast,10-20,Increasing,Low-cost,Optimal,110,5-10,Some skill gaps,Market-aligned,High,High,Moderate,Moderate,+10,+3,Freeze,0,0,67727.35
200+,Mature,Services,Flat,5-10,Declining,Low-cost,Under-utilised,468,5-10,Some skill gaps,Market-aligned,High,Low,Moderate,Moderate,+10,+3,Net new hires,0,1,339204.34
11-50,Growth,Other,Growing_slowly,<5,Increasing,Market-average,Optimal,31,5-10,Significant gaps,Market-aligned,Sustainable,Medium,Moderate,Difficult,0,0,Replace only,1,0,20153.29
51-200,Growth,Other,Growing_slowly,5-10,Declining,Premium,Over-stretched,113,>20,Significant gaps,Market-aligned,High,Low,Moderate,Moderate,+20,+10,Freeze,1,1,96452.68
51-200,Growth,Tech,Growing_slowly,10-20,Increasing,Market-average,Optimal,111,<5,Fully covered,Market-aligned,High,High,Very limited,Moderate,+10,+5,Replace only,0,0,73217.45
11-50,Growth,Services,Flat,<5,Stable,Market-average,Optimal,34,10-20,Significant gaps,Market-aligned,High,Medium,Flexible,Easy,+20,+5,Net new hires,1,0,17641.56
200+,Early-stage,Tech,Growing_slowly,<5,Increasing,Market-average,Under-utilised,474,5-10,Some skill gaps,Below market,Unsustainable,Low,Flexible,Moderate,+5,+5,Replace only,1,0,401884.08
11-50,Mature,Tech,Flat,>20,Stable,Market-average,Optimal,27,>20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,0,+3,Net new hires,1,0,14630.11
11-50,Scaling,Services,Growing_slowly,5-10,Stable,Market-average,Optimal,37,>20,Some skill gaps,Market-aligned,Sustainable,Low,Very limited,Difficult,+5,+5,Replace only,0,0,19581.02
1-10,Early-stage,Retail,Declining,5-10,Stable,Low-cost,Optimal,8,>20,Fully covered,Market-aligned,Unsustainable,High,Very limited,Easy,0,+3,Freeze,1,0,6527.01
1-10,Scaling,Services,Growing_fast,5-10,Declining,Market-average,Optimal,8,>20,Some skill gaps,Market-aligned,High,Medium,Very limited,Difficult,0,+3,Freeze,1,1,6366.69
51-200,Growth,Tech,Growing_slowly,10-20,Stable,Market-average,Over-stretched,122,5-10,Fully covered,Market-aligned,High,Low,Moderate,Moderate,0,+5,Net new hires,0,1,85590.32
11-50,Early-stage,Tech,Flat,5-10,Stable,Market-average,Optimal,36,5-10,Some skill gaps,Below market,Unsustainable,Medium,Moderate,Moderate,+20,+3,Freeze,1,0,32351.22
11-50,Growth,Other,Flat,10-20,Declining,Market-average,Optimal,32,5-10,Fully covered,Above market,High,Low,Flexible,Moderate,+5,+3,Net new hires,1,1,15973.86
1-10,Early-stage,Other,Flat,5-10,Increasing,Low-cost,Optimal,8,10-20,Fully covered,Market-aligned,High,Medium,Moderate,Easy,0,0,Replace only,1,1,5316.49
11-50,Early-stage,Tech,Growing_slowly,<5,Stable,Premium,Under-utilised,41,5-10,Some skill gaps,Above market,Sustainable,Medium,Moderate,Easy,+5,+10,Net new hires,1,1,25097.75
51-200,Scaling,Retail,Growing_slowly,5-10,Stable,Premium,Optimal,111,5-10,Some skill gaps,Market-aligned,High,Medium,Flexible,Moderate,0,0,Freeze,1,1,93590.73
200+,Growth,Services,Growing_slowly,<5,Stable,Premium,Optimal,419,<5,Significant gaps,Market-aligned,High,High,Moderate,Moderate,-10,0,Replace only,1,1,278643.14
1-10,Mature,Retail,Growing_fast,10-20,Stable,Premium,Optimal,8,10-20,Some skill gaps,Market-aligned,High,High,Moderate,Moderate,+10,0,Freeze,1,1,6037.43
11-50,Scaling,Retail,Growing_slowly,<5,Stable,Market-average,Optimal,32,<5,Some skill gaps,Below market,High,Medium,Flexible,Difficult,0,+3,Replace only,0,1,19980.05
11-50,Scaling,Other,Growing_slowly,<5,Increasing,Market-average,Optimal,31,5-10,Significant gaps,Market-aligned,Sustainable,Medium,Moderate,Easy,0,0,Net new hires,1,0,22088.04
51-200,Scaling,Tech,Flat,5-10,Stable,Market-average,Optimal,127,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Difficult,+5,+5,Freeze,0,0,98801.99
11-50,Mature,Services,Growing_slowly,<5,Stable,Low-cost,Under-utilised,32,5-10,Some skill gaps,Market-aligned,High,High,Moderate,Easy,0,+3,Net new hires,1,0,19417.84
11-50,Growth,Other,Growing_slowly,5-10,Stable,Premium,Optimal,41,>20,Significant gaps,Below market,High,High,Moderate,Moderate,0,+5,Replace only,1,1,39947.54
11-50,Growth,Tech,Growing_slowly,5-10,Stable,Low-cost,Over-stretched,32,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Easy,+5,0,Replace only,0,0,23428.6
11-50,Growth,Tech,Declining,>20,Increasing,Market-average,Optimal,30,10-20,Some skill gaps,Below market,Unsustainable,Medium,Moderate,Difficult,+20,+3,Replace only,1,1,27085.17
11-50,Mature,Finance,Flat,<5,Stable,Market-average,Optimal,34,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Moderate,0,+3,Net new hires,0,0,16093.72
11-50,Early-stage,Finance,Flat,5-10,Increasing,Premium,Optimal,37,<5,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,+5,0,Net new hires,1,1,32567.26
51-200,Growth,Retail,Growing_fast,10-20,Stable,Market-average,Under-utilised,125,10-20,Some skill gaps,Below market,High,Medium,Moderate,Moderate,+5,0,Net new hires,0,1,110773.97
51-200,Scaling,Finance,Growing_slowly,<5,Stable,Market-average,Under-utilised,129,<5,Some skill gaps,Below market,High,Low,Flexible,Moderate,+10,+5,Freeze,0,0,101932.2
11-50,Growth,Retail,Flat,10-20,Stable,Market-average,Optimal,32,10-20,Some skill gaps,Below market,Sustainable,Medium,Very limited,Easy,+5,+5,Replace only,0,1,20560.44
51-200,Mature,Tech,Flat,>20,Increasing,Market-average,Over-stretched,140,>20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,+10,+10,Net new hires,1,1,86890.59
200+,Growth,Retail,Growing_slowly,10-20,Stable,Market-average,Under-utilised,338,5-10,Fully covered,Above market,Sustainable,Medium,Flexible,Moderate,+10,+3,Replace only,0,1,117165.81
1-10,Early-stage,Finance,Growing_fast,>20,Stable,Market-average,Optimal,7,10-20,Some skill gaps,Below market,Sustainable,Medium,Moderate,Easy,0,0,Replace only,1,1,5387.49
11-50,Growth,Other,Growing_fast,10-20,Increasing,Market-average,Optimal,35,5-10,Fully covered,Market-aligned,Sustainable,Low,Very limited,Easy,+10,+5,Replace only,1,0,15171.11
11-50,Growth,Tech,Growing_fast,5-10,Stable,Low-cost,Optimal,31,5-10,Fully covered,Below market,High,Medium,Moderate,Moderate,0,+10,Replace only,1,1,17098.71
51-200,Early-stage,Tech,Growing_fast,>20,Stable,Market-average,Optimal,114,5-10,Fully covered,Market-aligned,High,Medium,Very limited,Moderate,+10,+3,Replace only,1,0,60257.26
1-10,Early-stage,Finance,Flat,<5,Stable,Premium,Over-stretched,6,10-20,Fully covered,Below market,Sustainable,Low,Moderate,Easy,+5,0,Replace only,0,1,5440.33
51-200,Early-stage,Tech,Flat,5-10,Stable,Market-average,Optimal,116,>20,Some skill gaps,Market-aligned,High,Medium,Very limited,Easy,+5,0,Replace only,0,1,88622.61
11-50,Scaling,Tech,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,37,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Easy,+5,+5,Replace only,1,1,22420.57
11-50,Mature,Finance,Growing_slowly,>20,Stable,Market-average,Optimal,32,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Very limited,Moderate,+5,0,Replace only,1,1,23918.33
200+,Growth,Services,Flat,>20,Declining,Premium,Optimal,390,5-10,Fully covered,Below market,High,Low,Moderate,Moderate,0,0,Freeze,0,0,271559.47
11-50,Early-stage,Services,Growing_slowly,<5,Declining,Low-cost,Optimal,32,5-10,Fully covered,Market-aligned,High,Low,Moderate,Moderate,+5,0,Freeze,1,1,15737.34
200+,Growth,Tech,Flat,10-20,Increasing,Market-average,Optimal,524,10-20,Fully covered,Below market,Sustainable,Medium,Moderate,Moderate,+5,+5,Replace only,0,0,345135.17
200+,Mature,Tech,Flat,<5,Stable,Premium,Under-utilised,523,10-20,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,+3,Net new hires,1,0,304595.37
200+,Scaling,Finance,Flat,10-20,Stable,Market-average,Optimal,417,10-20,Fully covered,Market-aligned,High,High,Moderate,Moderate,0,+3,Replace only,0,1,316083.22
1-10,Growth,Services,Growing_fast,10-20,Increasing,Market-average,Optimal,8,>20,Some skill gaps,Market-aligned,Unsustainable,Low,Flexible,Moderate,0,+5,Net new hires,1,1,5734.94
51-200,Early-stage,Tech,Growing_slowly,<5,Stable,Market-average,Optimal,119,<5,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Difficult,+10,+5,Replace only,1,0,45806.23
1-10,Mature,Services,Growing_slowly,10-20,Increasing,Market-average,Optimal,9,5-10,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,0,0,Net new hires,1,1,7232.83
11-50,Mature,Tech,Growing_fast,5-10,Increasing,Premium,Optimal,36,5-10,Some skill gaps,Market-aligned,High,Low,Flexible,Moderate,+5,0,Replace only,0,1,30096.95
200+,Early-stage,Tech,Growing_fast,5-10,Stable,Market-average,Optimal,436,10-20,Fully covered,Below market,High,Medium,Moderate,Moderate,+20,0,Replace only,1,1,336859.76
51-200,Scaling,Tech,Flat,>20,Increasing,Premium,Optimal,148,<5,Some skill gaps,Market-aligned,High,Medium,Very limited,Moderate,-10,0,Replace only,1,0,89203.31
11-50,Early-stage,Services,Growing_slowly,10-20,Increasing,Premium,Optimal,30,<5,Some skill gaps,Market-aligned,Unsustainable,Medium,Flexible,Moderate,0,0,Net new hires,1,1,23332.21
11-50,Early-stage,Tech,Flat,5-10,Stable,Market-average,Optimal,36,10-20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Easy,+20,+3,Freeze,1,1,27125.08
51-200,Scaling,Services,Growing_slowly,<5,Declining,Market-average,Optimal,144,5-10,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Difficult,+10,0,Freeze,1,1,78047.29
51-200,Growth,Services,Declining,<5,Increasing,Market-average,Under-utilised,131,10-20,Some skill gaps,Market-aligned,Unsustainable,High,Moderate,Difficult,0,+5,Net new hires,0,1,110201.99
11-50,Growth,Services,Flat,<5,Stable,Premium,Over-stretched,30,>20,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Difficult,-10,0,Freeze,0,1,18732.98
200+,Mature,Tech,Growing_slowly,5-10,Stable,Market-average,Optimal,394,5-10,Significant gaps,Below market,High,Low,Moderate,Moderate,+5,+10,Net new hires,1,0,273940.56
1-10,Scaling,Tech,Declining,5-10,Stable,Low-cost,Under-utilised,6,5-10,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Difficult,+10,0,Freeze,1,1,3373.88
1-10,Early-stage,Tech,Growing_slowly,5-10,Increasing,Premium,Over-stretched,9,>20,Fully covered,Above market,Sustainable,Medium,Very limited,Moderate,0,0,Freeze,0,1,6575.86
51-200,Scaling,Services,Growing_slowly,10-20,Increasing,Market-average,Optimal,99,10-20,Significant gaps,Below market,Sustainable,Medium,Very limited,Moderate,+10,+5,Replace only,0,0,74833.5
200+,Scaling,Finance,Growing_slowly,<5,Increasing,Premium,Over-stretched,498,<5,Some skill gaps,Below market,Unsustainable,Medium,Very limited,Difficult,0,+5,Replace only,0,1,461041.83
1-10,Growth,Tech,Declining,10-20,Stable,Market-average,Optimal,6,10-20,Significant gaps,Market-aligned,Sustainable,High,Moderate,Difficult,+5,0,Replace only,0,1,3473.73
1-10,Mature,Finance,Declining,>20,Increasing,Market-average,Optimal,11,5-10,Some skill gaps,Below market,Sustainable,Medium,Moderate,Moderate,-10,+5,Net new hires,0,0,5492.32
1-10,Scaling,Finance,Flat,<5,Stable,Market-average,Over-stretched,6,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Difficult,+5,+5,Replace only,0,1,4360.65
200+,Early-stage,Tech,Growing_fast,10-20,Stable,Market-average,Optimal,452,5-10,Some skill gaps,Market-aligned,Sustainable,High,Very limited,Difficult,+10,+3,Replace only,1,1,227955.68
1-10,Early-stage,Tech,Growing_fast,<5,Increasing,Low-cost,Under-utilised,9,<5,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Moderate,0,+3,Replace only,1,0,3064.18
11-50,Scaling,Tech,Flat,5-10,Stable,Market-average,Under-utilised,31,10-20,Fully covered,Above market,Unsustainable,Low,Moderate,Moderate,+5,0,Replace only,1,1,24864.77
200+,Mature,Tech,Growing_slowly,10-20,Stable,Market-average,Over-stretched,488,<5,Fully covered,Above market,High,Medium,Very limited,Easy,0,0,Replace only,0,0,293539.01
1-10,Early-stage,Services,Growing_slowly,<5,Stable,Premium,Optimal,7,>20,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Difficult,0,0,Net new hires,1,1,4312.43
11-50,Early-stage,Tech,Growing_fast,5-10,Stable,Low-cost,Optimal,37,10-20,Some skill gaps,Above market,Sustainable,High,Moderate,Easy,-10,0,Net new hires,1,1,27485.14
11-50,Scaling,Finance,Declining,>20,Increasing,Market-average,Optimal,40,>20,Some skill gaps,Below market,Sustainable,High,Moderate,Easy,+5,+3,Freeze,1,1,36156.97
51-200,Early-stage,Services,Growing_slowly,<5,Declining,Market-average,Over-stretched,112,<5,Significant gaps,Below market,Sustainable,Low,Moderate,Moderate,+20,0,Replace only,0,1,88632.47
11-50,Early-stage,Finance,Growing_slowly,10-20,Increasing,Low-cost,Optimal,42,5-10,Fully covered,Market-aligned,Sustainable,Low,Very limited,Moderate,0,0,Replace only,0,1,23192.34
11-50,Mature,Finance,Flat,10-20,Stable,Low-cost,Optimal,36,<5,Some skill gaps,Market-aligned,Unsustainable,High,Flexible,Moderate,0,0,Replace only,1,1,32026.62
1-10,Scaling,Services,Declining,<5,Stable,Market-average,Over-stretched,10,5-10,Fully covered,Below market,Sustainable,Medium,Moderate,Easy,0,+3,Replace only,1,1,6255.52
51-200,Mature,Other,Declining,10-20,Increasing,Market-average,Optimal,105,5-10,Some skill gaps,Market-aligned,High,Medium,Moderate,Difficult,+5,+5,Net new hires,1,0,67972.46
